,date,sentences
96,2017-05-25,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 회복세가 확대되는 움직임을 지속하였다.', '국제금융시장은주가의 상승세가 이어지는 등 대체로 안정된 모습을 나타내었다.', '앞으로 세계경제의 회복세는 미국 정부 정책방향 및 연준 통화정책 정상화속도, 보호무역주의 확산 움직임, 주요국의 정치적 불확실성 등에 영향받을 것으로 보인다.', '국내경제는 소비 증가세가 여전히 미흡하였으나 수출과 투자가 개선되면서 성장세가 확대된 것으로 판단된다.', '고용 면에서는 전년동기대비취업자수가 계속 큰 폭으로 늘어났으나, 실업률은 구직활동이 확대되면서 상승하였다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망 경로를소폭 상회할 것으로 예상된다.', '소비는 완만한 증가세를 이어가겠으나수출과 투자는 종전 전망보다 개선세가 확대될 것으로 판단된다.', '소비자물가는 석유류 및 농축수산물 가격의 상승 등으로 물가안정목표인 % 수준의 오름세를 지속하였다.', '근원인플레이션율(식료품 및 에너지제외 지수)은 %대 중반으로 소폭 하락하였으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 % 수준에서 등락하겠으며, 연간 전체로는 월 전망수준(.%)에서 크게 벗어나지않을 것으로 예상된다.', '근원인플레이션율은 %대 중후반을 나타낼 것으로 보인다.', '금융시장에서는 국제금융시장의 움직임을 반영하여 주가가 상승하고 장기시장금리는 낮은 변동성을 나타내는 등 안정세가 지속되었다.', '원/달러 환율은 지정학적 리스크 부각 등으로 상승하다가 대내외 정치적 불확실성의 완화 등으로 반락하였다.', '가계대출은 예년보다 높은 증가세를지속하였으나 은행을 중심으로 증가규모 축소 움직임이 나타났다.', '주택가격은 수도권을 중심으로 소폭의 오름세를 보였다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제의 성장세가 다소 확대될것이나 수요 측면에서의 물가상승압력이 크지 않을 것으로 전망되므로통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 미 연준의 통화정책 정상화 추이, 주요국과의 교역여건, 새 정부의 경제정책 방향, 가계부채 증가세, 지정학적 리스크 등을 면밀히 점검해 나갈 것이다.']"
97,2017-07-13,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 회복세가 확대되는 움직임을 지속하였다.', '국제금융시장은유가 등락, 주요국 통화정책에 대한 기대 변화 등으로 변동성이 다소확대되었으나 대체로 안정된 모습을 나타내었다.', '앞으로 세계경제의 회복세는 미국 정부 정책방향 및 연준 통화정책 정상화 속도, 보호무역주의 확산 움직임, 국제유가 향방 등에 영향받을 것으로 보인다.', '국내경제는 소비 증가세가 여전히 미흡하였으나 수출과 투자가 개선되면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 면에서는 전년동기대비 취업자수 증가세가 둔화되었으며 고용률과 실업률은 상승하였다.', '앞으로 국내경제는 회복세를 지속할 것으로 보이며, 금년중 GDP성장률은 월 전망치(.%)를 상회할 것으로 전망된다.', '수출이 세계경제의 회복 등에 힘입어 개선세를 지속하고, 내수도 경제주체들의 심리 개선 등으로 완만하게 회복될 것으로 보인다.', '소비자물가는 농축수산물 가격의 상승 등으로 물가안정목표인 % 수준의 오름세를 지속하였다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은%대 중반을 지속하였으며 일반인 기대인플레이션율은 %대 중반을유지하였다.', '소비자물가 상승률은 당분간 % 수준에서 등락하겠으며, 연간 전체로는 월 전망수준(.%)을 보일 것으로 전망된다.', '근원인플레이션율은 %대 중후반을 나타낼 것으로 보인다.', '금융시장에서는 원/달러 환율이 주요국 통화정책에 대한 기대 변화, 지정학적 리스크 증대 등으로 상당폭 오르고, 장기시장금리가 주요국 국채금리와 동조하여 상승하는 등 가격변수의 변동성이 다소 확대되었다.', '주가는 국내경제의 견실한 성장세와 주요 기업의 실적 개선 기대 등의영향으로 상승세를 지속하였다.', '가계대출은 전년대비 증가규모가 다소축소되었으나 예년보다 높은 증가세를 지속하였다.', '주택가격은 수도권을중심으로 오름세가 확대되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제는 견실한 성장세를 나타낼것으로 예상되나 수요 측면에서의 물가상승압력이 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 정부의 경제정책 방향, 가계부채 증가세, 지정학적 리스크 등을 면밀히 점검해 나갈 것이다.']"
98,2017-08-31,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 회복세가 확대되는 움직임을 지속하였다.', '국제금융시장은주요국 통화정책에 대한 기대 변화 및 지정학적 리스크 등으로 변동성이 다소 확대되었다.', '앞으로 세계경제의 회복세는 주요국 통화정책 정상화 속도, 미국 정부 정책방향, 보호무역주의 확산 움직임, 지정학적리스크 등에 영향받을 것으로 보인다.', '국내경제는 투자가 주춤하였으나 수출이 높은 증가세를 지속하고 소비도 완만하게 회복되면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 제조업을 중심으로 취업자수 증가폭이 확대되면서 고용률이상승하는 등 완만한 개선세를 나타내었다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다.', '소비는 고용개선 및 추경집행 등으로 완만한 회복세를 이어가겠으며, 설비투자는IT부문 투자 확대 등으로 전망 수준을 상회할 것으로 보인다.', '반면, 수출은 외국인 관광객 감소 등에 따른 서비스수출 둔화로, 건설투자는 부동산시장 안정 등으로 전망 수준을 하회할 것으로 예상된다.', '소비자물가는 농축수산물 가격의 상승, 지난해 전기료 인하에 따른 기저효과 등으로 %대 초반으로 오름세가 확대되었다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은 %대 중반을 지속하였으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 % 수준에서 등락하겠으며, 연간 전체로는 월 전망 수준(.%)을보일 것으로 전망된다.', '근원인플레이션율은 %대 중후반을 나타낼 것으로 보인다.', '금융시장에서는 지정학적 리스크 증대 등으로 주가, 환율 및 장기시장금리가 상당폭 등락하는 등 가격변수의 변동성이 확대되었다.', '가계대출은 전년대비 증가규모가 다소 축소되었으나 예년보다 높은 증가세를 지속하였다.', '주택가격은 정부의 주택시장 안정화 방안 발표 이후 오름세가 둔화되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제는 견실한 성장세를 나타낼 것으로 예상되나 수요 측면에서의 물가상승압력이 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 가계부채증가세, 지정학적 리스크 등을 면밀히 점검해 나갈 것이다.']"
99,2017-10-19,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 회복세가 확대되는 움직임을 지속하였다.', '국제금융시장은 주요국 통화정책의 정상화 기대 등으로 국채금리가 상승하였으나 주가의 오름세가 이어지는 등 대체로 안정된 모습을 보였다.', '앞으로 세계경제의 회복세는 주요국 통화정책 정상화 속도, 미국 정부 정책방향, 보호무역주의 확산 움직임 등에 영향받을 것으로 보인다.', '국내경제는 수출과 설비투자가 높은 증가세를 지속하고 소비도 완만하게확대되면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 일시적요인으로 취업자수 증가폭이 다소 둔화되었으나 완만한 개선세를 지속하고 있는 것으로 보인다.', '앞으로 국내경제는 견실한 성장세를 이어갈 것으로 전망된다.', 'GDP 성장률은 금년에는 월 전망치(.%)를 상회하고 내년에도 잠재성장률 수준을 나타낼 것으로 예상된다.', '수출이 세계경제의 회복세지속 등에 힘입어 양호한 흐름을 이어가고, 내수도 재정지출 확대 등으로완만하게 회복될 것으로 보인다.', '소비자물가는 농축수산물 가격의 상승 등으로 %대의 오름세를 이어갔다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은 %대 중반을 지속하였으며일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 지난해 전기료 인하에 따른 기저효과의 소멸 등으로 당분간 %대 후반 수준을 보이다가 점차 목표수준에 근접할 것으로 전망된다.', '근원인플레이션율은 당분간 %대 중반을 이어가다가 내년 이후 완만하게 상승할 것으로 보인다.', '금융시장에서는 가격변수의 변동성이 증대되었다.', '국내외 통화정책에 대한기대 변화, 지정학적 리스크 등으로 장기시장금리가 상승하고 원/달러 환율이 등락하였다.', '주가는 기업실적 개선 기대 등으로 상승하였다.', '가계대출은 증가규모가 축소되었으나 예년보다 여전히 높은 증가세를 지속하였다.', '주택가격은 수도권 일부 지역에서 소폭 반등하는 움직임이 나타났으나 전반적으로는 정부의 주택시장 안정화 방안 발표 이후 상승세가 둔화되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나가되 향후 성장과 물가의 흐름을 면밀히 점검해 나갈 것이다.', '이 과정에서 주요국 중앙은행의 통화정책 변화,주요국과의 교역여건, 가계부채 증가세, 지정학적 리스크 등도 주의깊게살펴볼 것이다.']"
100,2017-11-30,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현재의 .%', '에서 .%', '로 상향 조정하여 통화정책을 운용하기로 하였다.', '세계경제는 회복세가 확대되는 움직임을 지속하였다.', '국제금융시장은주가가 완만한 오름세를 나타내는 등 안정된 모습을 보였다.', '앞으로 세계경제의 회복세는 주요국 통화정책 정상화 속도, 미국 정부 정책방향,보호무역주의 확산 움직임 등에 영향받을 것으로 보인다.', '국내경제는 수출이 높은 증가세를 지속하는 가운데 소비가 완만하게 개선되고 투자도 양호한 흐름을 보이면서 견실한 성장세를 이어간 것으로판단된다.', '고용 상황은 서비스업을 중심으로 취업자수 증가폭이 둔화되는 등 개선세가 다소 주춤하고 있는 것으로 보인다.', '앞으로 국내경제의성장흐름은 소비, 설비투자 등 내수가 완만한 개선세를 이어가고 수출도 글로벌 경기회복세 확대, 대중 교역여건 개선 등으로 호조를 지속하면서 지난 월 전망경로를 소폭 상회할 것으로 예상된다.', '소비자물가는 농축수산물 가격의 상승폭 축소, 지난해 전기료 인하에따른 기저효과의 소멸 등으로 %대 후반으로 오름세가 둔화되었다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은 %대 중반 수준에서 소폭상승하였으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 중반 수준을 보이다가 점차 목표수준에 근접할 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로 보인다.', '금융시장은 장기시장금리가 통화정책에 대한 기대 변화로 상승하였으나, 주가는 기업실적 개선으로 오름세를 이어가는 등 대체로 안정된 모습을 나타냈다.', '원/달러 환율은 국내경기 회복세 강화 등으로 하락하였다.', '가계대출의 증가세는 다소 둔화되고 있으나 예년에 비해 여전히 높은 수준을 지속하고 있다.', '주택가격은 수도권 일부 지역에서 상승세가확대되었으나 전반적으로는 정부의 주택시장 안정화 방안 발표 이후 오름세가 둔화되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히판단해 나갈 것이다.', '아울러 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
101,2018-01-18,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 성장세가 확대되는 움직임을 나타내었다.', '국제금융시장은주요국 통화정책 정상화 기대 등으로 국채금리가 상승하였으나 주가가오름세를 이어가는 등 대체로 안정된 모습을 보였다.', '앞으로 세계경제의 성장세는 주요국 통화정책 정상화 속도, 미국 정부 정책방향, 보호무역주의 확산 움직임 등에 영향받을 것으로 보인다.', '국내경제는 투자가 다소 둔화되었으나 수출이 호조를 지속하는 가운데소비가 완만하게 개선되면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 서비스업 취업자수 증가폭이 감소하는 등 개선세가 둔화되었다.', '국내경제는 금년에도 % 수준의 성장세를 나타낼 것으로 보인다.', '투자가 둔화되겠으나 소비는 가계의 소득여건 개선 등으로 꾸준한 증가세를 이어가고 수출도 세계경제의 호조에 힘입어 양호한 흐름을 지속할것으로 예상된다.', '소비자물가는 농축수산물 가격의 상승폭 축소, 도시가스요금 인하 등으로 %대 중반으로 오름세가 둔화되었다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은 %대 중반을 지속하였으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 초중반수준을 보이다가 하반기 이후 오름세가 확대되면서 목표수준에 점차 근접하겠으며, 연간 전체로는 %대 후반을 나타낼 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로 보인다.', '금융시장은 장기시장금리가 주요국 금리 상승의 영향으로 오름세를 보였으나, 주가는 기업실적 개선 기대로 상승하는 등 대체로 안정된 모습을나타내었다.', '원/달러 환율은 미 달러화 약세 등으로 하락세를 지속하였다.', '가계대출은 증가규모가 축소되었다.', '주택가격은 전반적으로 낮은 오름세를 보였으나 수도권 일부 지역에서 상승세가 확대되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히판단해 나갈 것이다.', '아울러 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
102,2018-02-27,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 성장세가 확대되는 움직임을 지속하였다.', '국제금융시장은주요국 통화정책 정상화 기대 강화 등으로 국채금리가 상승하고 주가가하락하는 등 변동성이 크게 확대되었다.', '앞으로 세계경제의 성장세는주요국 통화정책 정상화 속도, 미국 정부 정책방향, 보호무역주의 확산움직임 등에 영향받을 것으로 보인다.', '국내경제는 건설투자가 감소하였으나 수출이 호조를 지속하는 가운데소비와 설비투자가 양호한 흐름을 보이면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 월중 취업자수 증가폭이 일시적 요인으로확대되었으나 개선세는 여전히 완만한 것으로 보인다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다.', '투자가 둔화되겠으나 소비는 가계의 소득여건 개선 등으로 꾸준한 증가세를 이어가고 수출도 세계경제의 호조에 힘입어 양호한 흐름을 지속할것으로 예상된다.', '소비자물가는 축산물가격 하락, 개인서비스요금 상승폭 축소 등으로 최근% 수준으로 오름세가 둔화되었다.', '근원인플레이션율(식료품 및 에너지 제외지수)은 %대 초반으로 하락하였으며 일반인 기대인플레이션율은 %대중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 초중반 수준을 보이다가 하반기 이후 오름세가 확대되면서 목표수준에 점차 근접할 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로 보인다.', '금융시장에서는 국제금융시장의 움직임을 반영하여 가격변수의 변동성이크게 확대되었다.', '장기시장금리가 상승하고 주가는 하락하였으며 원/달러환율은 상승 후 반락하였다.', '가계대출은 전반적인 증가규모 축소 추세가이어지고 있으나 예년보다 높은 증가세를 나타내었다.', '주택가격은 전반적으로 낮은 오름세를 보였으나 수도권 일부 지역에서 상승세가 확대되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히 판단해 나갈 것이다.', '아울러 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
103,2018-04-12,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 견조한 성장세를 지속하였다.', '국제금융시장은 미 중 교역관계악화 우려 등으로 국채금리와 주가가 하락하는 등 높은 변동성을 나타내었다.', '앞으로 세계경제의 성장세는 보호무역주의 확산 움직임, 주요국 통화정책 정상화 속도, 미국 정부 정책방향 등에 영향받을 것으로 보인다.', '국내경제는 수출이 호조를 지속하는 가운데 소비와 설비투자가 양호한흐름을 보이면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 취업자수 증가폭이 축소되는 등 회복세가 둔화되었다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다.', '투자가 둔화되겠으나 소비는 가계의 소득여건 개선 등으로 꾸준한 증가세를 이어가고 수출도 세계경제의 호조에 힘입어 양호한 흐름을지속할 것으로 예상된다.', '소비자물가는 축산물가격 하락, 석유류가격 상승폭 둔화 등으로 %대초중반 수준의 오름세를 이어갔다.', '근원인플레이션율(식료품 및 에너지제외 지수)은 %대 초중반을 나타내었으며 일반인 기대인플레이션율은%대 중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 중반 수준을 보이다가 하반기 이후 오름세가 확대되면서 목표수준에 점차 근접하겠으며, 연간 전체로는 월 전망치(.%)를 소폭 하회할 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로 보인다.', '금융시장은 국제금융시장의 움직임을 반영하여 다소 높은 변동성을 나타내었다.', '장기시장금리는 주요국 국채금리 변동에 영향받아 하락하였다.', '주가 및 원/달러 환율은 보호무역주의 확산 우려, 북한리스크 완화등의 영향을 받으며 상당폭 등락하였다.', '가계대출은 전반적인 증가규모축소 추세가 이어지고 있으나 예년보다 높은 증가세를 나타내었다.', '주택가격은 수도권 일부 지역을 중심으로 오름세가 둔화되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히 판단해 나갈 것이다.', '아울러 주요국과의 교역여건, 주요국 중앙은행의 통화정책 변화, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
104,2018-05-24,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 견조한 성장세를 지속하였다.', '국제금융시장을 보면, 대외건전성이 취약한 일부 신흥시장국에서 자본유출이 확대되면서 불안한 모습이 나타났다.', '앞으로 세계경제의 성장세는 주요국 통화정책 정상화속도, 보호무역주의 확산 움직임, 미국 정부 정책방향 등에 영향받을 것으로 보인다.', '국내경제는 설비투자가 다소 둔화되었으나 소비와 수출이 양호한 흐름을 보이면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 취업자수 증가폭이 낮은 수준을 지속하는 등 부진한 모습을 보였다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다.', '투자가 둔화되겠으나 소비는 꾸준한 증가세를 이어가고수출도 세계경제의 호조에 힘입어 양호한 흐름을 지속할 것으로 예상된다.', '소비자물가는 농산물가격 상승 등으로 %대 중반 수준으로 오름세가확대되었다.', '근원인플레이션율(식료품 및 에너지 제외 지수)도 %대 중반을 나타내었으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 중반 수준을 보이다가 하반기이후 오름세가 확대되면서 목표수준에 점차 근접할 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로 보인다.', '금융시장은 대체로 안정된 모습을 보였다.', '장기시장금리가 주요국 금리상승의 영향으로 오름세를 보였으나 원/달러 환율은 세계적인 달러화강세, 북한리스크 완화 등에 따라 좁은 범위 내에서 등락하였다.', '가계대출은 신용대출을 중심으로 예년보다 높은 증가세를 지속하였다.', '주택가격은 수도권 일부 지역을 중심으로 오름세가 둔화되었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히 판단해 나갈 것이다.', '아울러 주요국 중앙은행의 통화정책 변화, 주요국과의 교역여건, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
105,2018-07-12,"['금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를현 수준(.%)에서 유지하여 통화정책을 운용하기로 하였다.', '세계경제는 견조한 성장세를 지속하였다.', '국제금융시장은 글로벌 무역분쟁 우려, 미 달러화 강세 등으로 변동성이 확대되었다.', '앞으로 세계경제의 성장세는 보호무역주의 확산 움직임, 주요국 통화정책 정상화 속도, 미국 정부 정책방향 등에 영향받을 것으로 보인다.', '국내경제는 설비 및 건설 투자의 조정이 지속되었으나 소비와 수출이양호한 흐름을 보이면서 견실한 성장세를 이어간 것으로 판단된다.', '고용 상황은 취업자수 증가폭이 낮은 수준을 지속하는 등 계속 부진한 모습을 보였다.', '앞으로 국내경제의 성장 흐름은 지난 월 전망경로를 소폭 하회하겠지만 잠재성장률 수준의 성장세가 지속될 것으로 예상된다.', '투자가 둔화되겠으나 소비는 꾸준한 증가세를 이어가고 수출도 세계경제의 호조에 힘입어 양호한 흐름을 지속할 것으로 예상된다.', '소비자물가는 석유류가격이 큰 폭 상승하였으나 농축산물가격의 상승세 둔화 등으로 %대 중반의 오름세를 이어갔다.', '근원인플레이션율(식료품 및 에너지 제외 지수)은 %대 초반으로 하락하였으며 일반인 기대인플레이션율은 %대 중반을 유지하였다.', '소비자물가 상승률은 당분간 %대 중반 수준을 보이다가 오름세가 확대되면서 목표수준에 점차근접할 것으로 전망된다.', '근원인플레이션율도 완만하게 상승할 것으로보인다.', '금융시장에서는 국제금융시장의 움직임을 반영하여 가격변수의 변동성이 확대되었다.', '원/달러 환율은 세계적인 달러화 강세의 영향으로 큰폭 상승하였다.', '주가와 장기시장금리는 미 중 무역분쟁 등 대외 불확실성 증대로 상당폭 하락하였다.', '가계대출은 증가규모가 다소 축소되었으나 예년보다 높은 증가세를 지속하였다.', '주택가격은 보합세를 나타내었다.', '금융통화위원회는 앞으로 성장세 회복이 이어지고 중기적 시계에서 물가상승률이 목표수준에서 안정될 수 있도록 하는 한편 금융안정에 유의하여 통화정책을 운용해 나갈 것이다.', '국내경제가 견실한 성장세를 지속하는 가운데 당분간 수요 측면에서의 물가상승압력은 크지 않을 것으로 전망되므로 통화정책의 완화기조를 유지해 나갈 것이다.', '이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검하면서 완화정도의 추가 조정 여부를 신중히 판단해 나갈 것이다.', '아울러 주요국과의 교역여건, 주요국 중앙은행의 통화정책 변화, 가계부채 증가세, 지정학적 리스크 등도 주의깊게 살펴볼 것이다.']"
