ngram,hawkish,dovish
구간 외국인,1,0
백색 국가 명단,0,1
낙폭 계속 확대,1,0
수출 무역 관리,0,1
여력 발언,1,0
통화정책 정상화 국내,1,0
스와프베이시스 역전폭 소폭 축소 구간,0,1
장 외국인 계약 은행,0,1
판단 시간,1,0
주시 조언,2,0
시중은행 외환,0,1
보합권 반등,0,1
대상국 지정,0,1
강세 해외 금리,0,1
강세 아시아 시장,0,1
채권 발행 회사채 채권 입찰,1,0
통화스와프 금리 전구간 하락 하락,0,1
채권시장 국고채 입찰,0,1
매입 예정 금액 전액 낙찰,0,1
상승 단기 장기 금리,1,0
불일치 크,1,0
선임 과정,1,0
채권 입찰 한은 RP,0,1
어렵 달러원,1,0
낮 통안채 금리 상승 만기,0,1
매우 제한,1,0
증권 계약 외국인 계약 국채선물,1,0
흑자,3,0
낙관,2,0
하회,0,1
하향,0,1
강화 더,2,0
배럴 달러 거래 지난달,0,1
외환 파생,1,0
조정 논의,1,0
추천 미국,0,1
인플레이션 불확실성,1,0
돈 양,2,0
한국은행 사무소,0,1
흐름 변화,1,0
언급 시작,1,0
교통 개발,1,0
가구 신혼 부부,0,1
한국은행 가계 대출,0,1
서민 금융상품 햇살론,0,1
예금은행 저축성 수신 금리,1,0
펀드 전략,0,2
주식형 액티브 ETF,1,0
심포지엄 잭슨홀 미팅,1,0
대출 공급 규모,0,1
특히 휘발유,0,1
사업비 대출,0,1
결과 소비자 심리 지수,0,1
대응 결과,1,0
불평등 완화,2,0
상승 공급망,2,0
부분 증가,1,0
빠르 정산,0,1
반전세 비중,0,1
당분간 완화,1,0
위험 판단,2,0
조정 관련,1,0
전날 코스피지수,0,1
결원,2,0
상황 수급,0,1
계층 집중,0,1
중기 유동성 지원 창구 은행,0,1
국고채 금리 전주 대비 상승,1,0
기술 성장주,1,0
자산 투자 수요,0,1
현금배당 수익률,1,0
모형 적용,1,0
금리 지표 금리,0,1
목표 강조,2,0
S&P 코어 로직 케이스 주택가격,0,1
맞춤 피해 지원 대책,1,0
코스피지수 전장 대비 포인트,1,0
최근 미국 국채 금리 상승,0,1
모니터링 중요,1,0
개최 화상,0,1
지급 지난해,0,1
선제 통화정책,2,0
환율 전일 대비 안대,0,1
일제히 상승 영국,1,0
상당 추가,1,0
포함 비,0,1
불안 대응,0,1
논의 한국은행총재,0,1
ETF 같,1,0
이날 금리,1,0
나스닥지수 소폭,0,1
설명 전체,1,0
적절 같,1,0
실제 경기 침체,0,1
사진 원달러환율 오전 전일,1,0
결정 직후 기자회견,0,1
사례 평가,1,0
서부텍사스산원유 가격 하락,0,1
디지털 자산 공포 탐욕,1,0
대통령 오전 대통령실,0,1
중단 경우,1,0
더 많 금리 인상,1,0
전기 대비 기준,1,0
프랑스 증시 CAC40지수 상승 국제,1,0
식료품 변동성 크,1,0
당분간 상회,0,1
연말 유지,2,0
감안 물가,1,0
주식 중심,1,0
가격 경기,0,1
직원 감축,2,0
증시 경기 침체 우려,0,1
민생 정당,2,0
인플레이션 사상,1,0
편중 투자,1,0
포인트 기록 같 미,2,0
판매 대리,1,0
정 원장,1,0
기준금리 인상 적금,1,0
신용 대출 한도 연봉,0,1
연내 기준금리 추가,1,0
증가 폭 분기,2,0
수출 견조,0,1
기술 자립,0,1
내년 말 금리,1,0
바이오 코로나 백신,1,0
사흘 순매도,0,1
적용 검토,0,1
약속 정부,1,0
급등 공급,1,0
말 소비자 물가지수 소매 물가,0,1
인플레이션 경기 둔화 우려,0,1
제기 경기,1,2
추가 반영,0,1
요일,0,1
고착화 수단,1,0
차질 지속,2,0
일본 투자은행,2,0
오미크론 바이러스,1,0
일 배럴,1,0
청년 농업인,0,1
동안 무려,1,0
수입품 달러,1,0
지원 추가,1,0
기존 금리 인상,1,0
인상 계속,2,0
마감 다우존스30산업평균지수 전장 포인트,1,0
금리 단기물 통화안정증권 금리,0,1
인증 과정,1,0
기간 국제 금융시장,0,1
누적 당기순이익 전년,0,1
농산물 물가,0,1
금리 인상 신흥국 금융 불안,2,0
추진 포용,1,0
합산 기준,1,0
집계 거래일,1,0
CAC40지수 장 마감,0,1
의도 풀이,0,1
특별사법경찰,1,0
정부 혁신성장,3,0
올해 거래일,2,0
추가 구입,0,1
주택연금사전예약보금자리론,1,0
화염 분노,1,0
하락 다우,1,0
약세 의미 외국인 투자자 이날,0,1
보호무역 관련,1,0
수입산,1,0
제고 말,1,0
관계자 일반,0,1
간밤 뉴욕증시 금리,3,0
인식 아래,0,1
고용 상황 미흡,1,0
포스트 시즌 진출,2,0
구조법,1,0
한은 금융기관 가중평균,0,1
비교 마감 장기물 강세,0,1
지난해 분기 가계,1,0
처리 방식,1,0
연내 만기 도래,1,0
하세,1,0
비 대면 대출,1,0
감염증 전세계,0,1
시중은행 최우량 고객 대출 금리,1,0
기관 가량,0,1
기술특례상장,2,0
국고채 매입계획,2,0
국무총리 코로나,0,1
잔액 기준 코픽스 지난해,0,1
효력 정지 가처분,1,0
수출 규제 피해,1,0
소폭 금리 인하,1,0
목표치 인플레이션,1,0
금리 인하 기대 상승,2,0
일본 방문,1,0
연준 긴급,1,0
감염 확산,0,1
경영난 해소,0,1
강화 목소리,0,1
이하 자산,1,0
현재 시가총액,1,0
하반기 크레딧,1,0
맹점 카드,1,0
우리나라 정부,2,0
일 수출입,1,0
대부분 돈,0,1
적자국채발행 불가피,0,1
코로나 피해 소상공인 지원,1,0
보장성보험 판매,2,0
포인트 오전 현재 코스닥 지수,2,0
수주 계약 체결,1,0
이후 사실,1,0
금융시장 투자심리,0,1
한국은행 발표 이후 국제,1,0
보험료 납입액 최고,0,1
이익 올해,0,1
역전 현상 경기 침체 우려,0,1
크 코스피지수,1,0
지출 경기,0,1
금속 비금속 광물,0,1
실시 말,0,2
대리운전,1,0
승차 공유,2,0
만기상환 자금,1,0
회사채 자산유동화증권,3,0
금리 상승 국고채,2,0
사람 크,0,1
개학,1,0
현재 운용,0,1
일정 임원회의,1,0
주장 목소리,1,0
공시 저축은행 홈페이지,0,1
지적 경기,0,1
일 펀드평가사 주 국내 주식형펀드,1,0
반도체 메,0,1
가격 효과,0,1
버팀목 정책,2,0
증권 상환 재원,3,0
편집국장,0,1
구두 개입 환율,0,1
맞춤 영업 전략,0,1
종가 초기 준가 초과,2,0
예비 기록 시장,0,1
수요 부진 국채 매도 현상,1,0
위험자산 선호 회복,0,1
물가 흐름 근원 소비자,1,0
이날 개장전 공개,1,0
고정자산 투자 전년 동기,1,0
전 미국,2,0
금 계약 은행,1,0
합의 조건,1,0
중국 본토 홍콩 증시,2,0
오전 아시아,0,1
엔화 약세 진정,0,1
정책금리 인하 지연,2,0
원화 약세 미국,0,1
거래일 대비 기록 다우지수,2,0
일시 대출,2,0
기준 스프레드 직전,0,1
분야 디지털,0,1
유지 내년 내후년,2,0
미국 흐름 반영 강세,0,1
창구 카드론 잔액,1,0
시장 보수,0,1
폭 크 변동성,2,0
기조 충분히 유지,0,1
상승 생산자 물가,1,0
근원 소비자 물가지수 전년 동월,2,0
엔화 가치,1,0
종목 전반,0,1
시장 주 규모,0,1
불과 앞,2,0
만기 모기지 평균,1,0
구간별 스프레드,0,1
공격적 인하,1,0
흑자 수출,1,0
거래일 국내 시장 구간별,1,0
소폭 상승 여전히,1,0
수요 크 폭,1,0
엠피 닥터 오전 기준 국채선물,1,0
부분 은행,0,1
금리 예금 금리 대출,0,1
최저 장,1,0
논의 끝,0,1
미국 완성차,1,0
시운전,0,1
달러 돌파 미국,1,0
규모 판단,2,0
강도 차이,0,1
증거 제공,1,0
CB 소비자,1,0
연준 목표치 순항 노동시장,1,0
언급 많,1,0
금통위원 한국은행,1,0
뱅뱅 자동차 담보 자동,2,0
계약 순매도 국채선물 선,1,0
기대감 가장,0,1
인하 확률 높 동결 확률,0,1
입찰 강세,0,1
포함 세율,0,1
주택가격 반등 편승,1,0
거래 이유,0,1
법인 개인,1,0
엔화 매도 달러화 매입 수요,0,1
선물 계약 선물 계약 순매수,1,0
충분 진전,1,0
시행 해외,2,0
인플레이션 전망치 상향,2,0
거래일 대비 상승 국채,2,0
점차 완만,1,0
사이트 폴리 마켓,0,1
의료 파업,1,0
아프리카 미국인,2,0
전세계 강타,0,1
대출 유동화 거래 주관 회사,0,1
관련 변동성,1,0
고용시장 위험,0,1
은행 주택 도시 문제,1,0
연설회,2,0
힘 원내대표 국회,1,0
소상공인 채무조정,2,0
연속 동결 만장일치,1,0
DC 경제 클럽,1,0
기준 예상치,1,0
고용보고서 금리,1,0
상업 업무 빌딩 매매,1,0
인천국제공항 여객,0,2
완화 거래,0,2
금리 역,0,1
금리 장단기 구분 없이,2,0
참사 발생,1,0
달러위안 위안,1,0
대주주 파트 너스,2,0
가상 자산 거래소 파산,1,0
자본비율 분기,0,1
태평 양국,0,1
정부 사태,0,1
원전 염수 방류,0,1
한중 관계,0,1
포함 전략,0,1
은행채 발행 자금,0,1
대비 기록 기술주 중심 나스닥지수,2,0
금리 인상 파급효과 주요국,0,1
뉴욕 연방준비은행 발표 기대,0,1
방중,1,0
중단 아직,0,1
금리 여파,2,0
풀이 아울러,1,0
당직자,0,1
현재 비,1,0
부동산 규제 지역 해제,1,0
금리 인상 앞,0,1
증권 정보 업체,1,0
달러환율 변동,1,0
중국 경기 반등,0,1
폭 주가,1,0
포인트 거래 지수 선,2,0
일반 공급 가구,0,1
전자책,0,1
책임 법,1,0
국내 상장지수펀드,0,1
소득세 기본세율 인하,0,1
악화 수출 부진,0,1
내년 분기 물가,1,0
서비스 물가 상승률,0,1
물가 연방준비제도,1,0
이미 시장 가격,1,0
조사 시작 가장 크,1,0
국채선물 외국인 계약 개인 계약,0,1
평균 낙찰 금리,3,0
동행 기업,0,1
확장 속도,0,1
기준금리 동결 추가 금리,0,1
연계 방안,2,0
장기 금리 금리 거래,0,1
일 만기 유동화 거래,1,0
실시간 모니터링,0,1
하락 업종 대다수,0,1
중고차 가격 전월 대비,1,0
임시투자세액공제,0,2
조달 수요예측,1,0
입찰 예정 입찰,0,1
기준금리 인하 차례,2,0
장마감후 실적 발표,0,1
가시 미국,0,1
개인 규모,1,0
업무 빌딩 거래,0,1
하락 집계 기술주,1,0
말 기준 새마을금고,0,1
국내 증시 매수세,0,1
기본 금리 조정,0,1
회복 방향,0,1
로리 미국,0,1
규모 자기자본 대비,2,0
보험사 재무제표,1,0
억제 당국,2,0
온라인 예금,1,0
타이 에르 안 키,1,0
정보 비대칭 해소,1,0
간밤 미국 금리 흐름 반영,0,1
매크로 리서치,2,0
투신 계약 순매수 금융투자 계약,1,0
회계연도 재정,1,0
수급 국채선물,0,1
시장 일제히,0,1
추가 금리 인상 부담,0,1
금리 하단 포인트,0,1
기준선 상회,0,1
할인 분양,1,0
감소 조사,0,1
모습 기관,1,0
금리 빠르 하락,1,0
엔저 원고,2,0
소비 부문,0,1
고점 장중 변동 폭 틱,0,1
브라질 러시아,0,1
정부 기존,0,1
전날 달러 배럴 달러 기록,0,1
가늠 잣대,0,1
불안 야기,0,1
편리 생활,0,1
약세 바탕,1,0
경쟁 격화,0,1
조정 가능성 크,1,0
추가 인상,1,0
코믹,0,1
어느덧,0,1
보복,0,1
종합 지수 기록,0,1
매수 움직임,0,1
과소평가,0,1
일 미,1,0
골든타임,0,1
투자 일자리창출,0,1
긍정적 역할,2,0
이번 상품,0,1
자금 국내 증시,1,0
증시 영향력,0,1
대출 고정 금리 비중,0,1
가시 가능성,0,1
성장률 반등,1,0
순매도 외국인 어치,0,1
주가 변동성,0,1
틱 마감,0,1
약세 시가총액상위종목 가운데,0,1
암 환자,1,0
제공 중소기업,0,1
선 라인,0,1
개선 활동,1,0
길 금리,1,0
기존 배 배,0,1
매도우위 기록 업종별 상승,0,1
원금 지급,1,0
도로 개통,0,1
냉난방,0,1
내용 대출,1,0
덴마크 캐나다,1,0
금융 차기 회장,0,1
상승 유로존,2,0
유동성 투자,0,1
찻잔,1,0
첫날 약세,0,1
사이 금리 인상,0,1
이후 랠리,0,1
높 전문가,1,0
통화 투자,0,1
펀드 눈,0,1
기록 이후 가장 높 수준,3,0
대출 필요 서류,1,0
금리 평균 포인트,1,0
가구 비교,0,1
은행 주식,0,1
중국 현지 운영 법인 현지법인,1,0
평가 배,0,1
지상 층 가구,1,0
양적완화 글로벌,0,1
인하 지난해,0,1
관공서,0,1
지난주 코스피 전주 대비,2,0
고객 편의,0,1
리스크 분산,0,2
반도체 부품,0,1
발행 일 시스템,0,1
변동성지수 선물,1,0
온스 달러 달러 기록,1,0
최대한 빨리,0,1
쿼터,2,0
상황 유가,1,0
개편 수혜,2,0
미국 합작,1,0
얇 상황,0,1
탈퇴 우려,2,0
이후 유가,0,1
미국 원유 생산,0,1
전국 우체국,0,1
예보,0,1
하한가 종목 없,0,1
채권시장 국고3년 물,0,1
현재 전일 대비,2,0
매수세 반면 은행 계약,1,0
너무 많,1,0
원내대표,0,1
해외 요인,0,1
전체 거래량 기록 자금시장 관계자,1,0
낙찰 금리 모집 매각 금리,0,1
최대 실적,0,1
주택담보대출 증가,0,1
복음 침례,1,0
자체 개발,0,1
매수 하루,1,0
현재 코스피 거래일,1,0
수준 같,1,0
사흘 매수 전환 반면,1,0
전문 기관,0,1
금리 인하 예상,0,1
미국 도시,1,0
강세 원화,0,1
창업자 연대보증,0,1
종합 지수 역외,0,1
진단 외국,0,1
회복 금리,1,0
의장 기자회견,1,0
금속 구리,0,1
연장 즉시 상환,0,1
원리금 보장,0,1
테너 테너 테너 타이,2,0
영업이익 감소,1,0
투입,0,1
농산물,0,1
응찰 금리 입,1,0
내용 동영상 확인,1,0
조심,1,0
사,0,1
실적 호조,0,1
원유 재고,0,1
경상,0,1
부총리,0,1
ELS,0,1
물가 안정,0,1
점검,0,1
가시,0,1
최근 신흥국,1,0
상업,1,0
플,0,1
환율 변동,0,1
외국인 계약 순매도 나흘,0,1
채권 가격,0,1
목재,2,0
우량채권,2,0
기록 만기 국채선물 전장,1,1
며칠,1,0
증시 박스권,0,1
물가 목표,0,1
주요 선진국,1,0
자산 증대,1,0
처분 결정,1,0
현상 뚜렷,1,0
제외 근원 소비자,0,1
투자 이슈,0,1
모멘텀 유지,0,1
상관 없,1,0
농협 중앙,1,0
달러 매출,1,0
소득 수준 대출,0,1
확인 경우,0,1
금리 역대 최저치 기록,0,1
그동안 금리,0,1
단발성 인하,1,0
경신 장외 채권시장,0,1
한국물,1,0
가계 소득 개선,1,0
서비스 분야,0,1
높 안정,1,0
가치 더,1,0
지금 세계,1,0
유인책,0,1
선물 연동,2,0
중앙은행 국채,1,0
서비스 이용,0,1
모습 투자자,1,0
정도 차이,1,0
모집 우수,1,0
걷기,0,1
증시 기관,0,1
가능성 차단,1,0
기모 텀,1,0
속도 더,1,0
코스피 강세,1,0
시장 참여,1,0
참가 신청,3,0
가능성 기준금리,0,1
대안 말,0,1
제대로 작동,1,0
수요예측 실시,2,0
보합 기록 통안,2,0
리비아,0,1
지수 기초자산 만기 원금,0,1
고시가격 런던,0,1
금리 어렵,0,1
발표 뒤,0,1
주식형펀드 자금,0,1
틱 상승 금융투자 계약 순매수,1,0
연중 최저,1,0
중공업 스왑,0,1
전망 일 오전,1,0
상대적 저금리,1,0
달러원환율 하락 압력,0,1
가급적,0,1
지표 더,2,0
해외 사업장,1,0
대비 약세,1,1
영향 분위기,0,1
진행 가능성,0,1
디플레이션 리스크,1,0
공학,0,1
주재 사진 기자 한국은행,2,0
제기 이번,0,2
수요 충분,3,0
기록 상황,1,0
패닉 장세,1,0
크 생명,1,0
프랑스 증시 CAC40지수 상승,0,1
반기보고서,0,1
이후 영국,0,1
얘기 실제,0,1
일자리 증가 시장 예상치,1,0
여신 비중 높,1,0
조달 차질,1,0
정책금리 민감,0,1
대통령 당선자,0,1
금리 조작 목표,0,1
위원 반대,1,0
미국 모기지,0,1
시중은행 높 금리,0,1
공시 규모,1,0
설명회 개최 일,0,1
세금 감면 재정,0,1
투자 성장기여도,0,1
외국인 매수강도 둔화,0,1
재정정책 더,0,1
국채선물 가격 동향,0,1
간밤 역외 차액결제선물환,0,1
미팅 금리 인상,1,0
약세 하루 원달러환율 추이 자료,0,1
거래일 대비 틱 하락 기록,1,0
거래 장기물 약세,0,1
나스닥지수 포인트 장,1,0
단기 금리 더,1,0
보통주 자본,0,1
계약 이전,3,0
아프리카 개발 은행,0,1
연초 글로벌 금융시장,1,0
고용 보험료,2,0
본부 부서장,1,0
씽크 풀 스탁론,1,0
집값 상승률 둔화,0,1
빅데이터 인공지능,1,0
달러환율 다시,1,0
가능 의견,1,0
국내 증시 글로벌,1,0
은행 수준,1,0
탁론 고정,0,1
미국 연방준비제도의장 추가 금리,0,1
역대 부총리 장관 초청,0,1
금리 인상 사전,0,1
지문인식 센서,1,0
인상 지지 연준,0,1
차액결제선물환 시장 달러화,1,0
상승 마켓 포인트,0,1
최근 국고채,1,0
수준 증권사,0,1
수정 경제 전망 올해 경제,0,1
특히 미국 기준금리,0,1
뚜렷이 개선,0,1
움직임 지속 국제,0,1
사업 시장,1,0
코픽스 금리 하락,1,0
외환 업무,1,0
대외 통상 현안,0,1
약세 국채 금리,0,1
시중은행 대출 금리 인상,1,0
유지 만기,0,1
선결 조건,0,1
메이트 플러스,0,1
현물환 종가 비교 하락,0,1
이벤트 혜택,0,1
무주택자 집,0,1
슈퍼사이클 진입,0,1
자금조달계획,0,1
감정평가액,1,0
입주권 거래,0,1
철수 설,0,1
증가율 불과,1,0
PCE 물가지수 상승률,0,1
화단,2,0
과감 시장 안정,1,0
섬유의복 종이 목재,0,1
기준금리 인상 기준금리,0,1
기준금리 인상 발표,0,1
탄핵 결정,2,0
희망퇴직 신청,0,1
심리 꽁꽁,0,1
주택매매가격 상승,1,0
생명 합병,1,0
수출 부진 완화 내수,1,0
긴급 수혈,0,1
증가 폭 전달,1,0
환경 정책,1,0
금 가격 전날 달러,1,0
특별 점검 실시,0,1
약보합세 마켓,0,1
기준 은행권,0,1
코스피 입성,1,0
새롭 대통령,2,0
점도표 미국 통화정책 결정,0,1
완만 수요측면 물가 상승 압력,0,1
기록 수치,2,0
실수요자 선호,2,0
대비 상승 분기,0,1
왕성,0,1
역대 급,0,1
아파트 부동산,1,0
접근 수월,0,1
경영 학부 교수,0,1
관심 판단,2,0
승지 미국 금리,0,1
진심 차이,0,1
판단 금리 인상,1,0
인구 주택 계획 입주 상주,1,0
사금융 이용,0,1
앞 보행,0,1
직원 역량,1,0
강변 도시 상업용지,0,1
반영 실질,1,0
간담회 진행,0,1
위안화 기축통화,2,0
위안화 편입 결정,0,1
경제 회복 기대,1,0
글로벌 제약사,1,0
기준 전국 주택,0,1
위치 빌딩,1,0
연방준비은행총재 총재,1,0
승마,0,1
심리 지지,0,1
실수요자 투자자 관심,0,1
이익 전망치 상향조정,1,0
리조트 특히,2,0
안전 관리 강화,0,1
없 더,1,0
최대 호텔,1,0
사상 최저 수준 저금리,2,0
보장성보험 공시이율,1,0
도로 국도 인접,0,1
연준 올해 경제,0,1
정도 금리 인상,0,1
오피스텔 소형 아파트,1,0
분대 진입 가능,1,0
일 이후 가장 크 폭,0,1
앞서 일,2,0
전세계 시장,0,1
총재 대담,0,1
말 종목별,1,0
도시 관광 강정,0,1
현재 유럽 휴양지,0,1
청약 경쟁 아파트,0,1
서비스 체계 지원,1,0
혜택 중도금 무이자 혜택,0,1
계획 수립 지원,1,0
신용 대출자,1,0
폭 부동산시장,0,1
영업 부문,0,1
美 연내 금리,0,1
상담 사전,0,1
혜지 풍부 개발,1,0
은행 보험업종,0,1
국제 자산 신탁,0,1
군속 관계인 포함 주둔,1,0
산업단지 조성 고덕,0,1
산유량 유지,1,0
유량,1,0
특히 양적완화,1,0
때 생각,1,0
내년 한국은행,0,1
활력 제고 특별법,1,0
높 산업,0,1
한류 바람,1,0
기업 가계 부채,0,1
지속 각광 예상,1,0
정부 대응,1,0
목표 천발,1,0
오피스텔 전통적 상품 오피스,0,1
부채 지난해,1,0
올해 가계 부채,0,1
주택 전용면적,0,1
강화 금리 인상,0,1
가운데 신도시,1,0
미국 긴축 기조,2,0
금리 포인트 우대,1,0
잠식 우려,0,1
기초자산 주가연계증권,0,1
최고치 만기,0,1
금리 인상 가계 부채,2,0
출시 시장,0,2
화탁,0,1
저유가 미국,0,1
자격 미달,1,0
진행 인터뷰,0,1
비정규직 비율,2,0
곳 투자자 수익형 상가 투자,0,1
에이스 타워,0,1
계약금 내년 입주 추가,1,0
출시 위비,1,0
경기 대회,1,0
무료 확인,0,1
증시 강세 상승,0,1
빈부,2,0
투자자 크 관심,1,0
아직 조성,1,0
말 분양가,1,0
확실 호재 지역 분양,1,0
하락세 상황,0,1
중소형 평형대 타운하우스,1,0
크 평수 위주 공사,0,1
공산당 중앙 전체,0,1
적용 영세 중소,1,0
투자자 관심 이유 수익형,2,0
필요 없 신청금,1,0
공실 걱정 임대 관리 걱정,1,0
수탁 사인 국제 자산,0,1
입금 방식 선착순 수의계약 신청금,1,0
강점 오피스텔,0,1
금리 초저금리 투자자 접근 용이,1,0
완만 강세 전환,1,0
평균 미국 유럽,0,1
시장 역할,0,1
빅브라더,1,0
가능 GDP,1,0
작성 해당 종목 재산,0,1
대비 방향,0,1
인플레이션 대학교,0,1
ETF 수익성,1,0
달러인덱스 유로 엔달러 역외 위안,1,0
기업지배구조 주주,1,0
금융 불안 fed,1,0
전년비 잠정치,0,1
소매 판매 미국 fed,1,0
공공 수요,1,0
본격 본격 본격 본격,1,0
물가 상승률 상승률 상승률,1,0
수단 수단 수단,0,1
생산자 물가 일본 공작기계 수주,1,0
금리 융자 금리,1,0
순환변동치 선행 지수 순환변동치,0,1
숙박 숙박 숙박,1,0
농축수산물 가격 오름 지속,0,1
생산 유럽,0,1
가격 판단,0,1
효과 유동성,0,1
CDS CDS CDS,0,1
재고 가격 투자 증권 투자,1,1
일본 선행 동행,1,0
축 밀 축 대두,0,1
배럴 재고 축,0,1
투자 회복 더디,1,0
러시아 달러인덱스,1,0
스튜어드십코드 기관,0,1
경기 침체 금융,0,2
비 미국 통화정책,1,0
발 일자,0,1
신흥국 미국 유로존,0,1
경범 ETF 수익률 유형,0,1
국제 코로나,0,1
중국 성장률 상향,2,0
제조업 PMI 대비,2,0
기준 중반,0,1
수출 선박,0,1
유연 결정,1,0
연초 주요,0,1
fed 금리 인상 폭,0,1
실질 이자율,0,1
인상 동결 결정,0,1
차 미국 유로존,0,1
유로존 미국 독일,0,1
매크로 주간 일정 데이터 TGIF,0,1
영국채 수익률 스프레드 장단기스프레드,0,1
금 가격 국채,0,1
물가 매크로 리서치 전년,1,0
지수 Fed 금리 인상 확률,1,0
MSCI G7,0,1
순매수 현물시장 국고채 순매도,0,1
전략 길 원자재 규,1,0
산업 생산 생산자 물가,0,1
지출 자동차 판매 제조업,0,1
만기 국채 만기 통안채,1,0
한국은행 국채 보유 잔고,1,0
운수 설비,0,1
단기 재정,1,0
비교 분기 1차산업,1,0
순매수 국고채 만기 통안채,0,1
전치 환율 위안 약세,1,0
ECB 통화정책회의 만기,1,0
회색코뿔소 위험,1,0
부티 지지,0,1
본부 펀더멘털 중요도 조사 고객,0,1
연간 경상 수지 상품,0,1
도표 미국 도표 유로,1,0
포지션 엔달러 계약,1,0
하락 미국 기존,1,0
소프트웨어 컴퓨터,0,1
필요 데이터 기준 작성,0,2
필요 단계,1,0
선호 강화 강세,0,1
소폭 하락 제조업,0,1
달러인덱스 상해 종합,0,1
재고 배럴 하회,1,0
일본 금융정책회의 의사록,1,0
국제 원유 격금 가격,0,1
높 판단 한편,1,0
호조 민간 소비,1,0
금년 소비자 물가 상승률,0,1
지준율 지준율,1,0
능력 능력 능력,1,0
거래 거래 거래 거래,2,0
대비 통화 변화,0,1
생활용품 생활용품 생활용품,1,0
직전 연속,0,1
제공 사실 외부 부당,0,1
소프트웨어 소프트웨어 하드웨어 하드웨어,3,0
소재 소재 소재 자본재 자본재,0,1
설비 증설 증설 증설,1,0
원유 재고 연도 추이 배럴,0,1
미국 평균 임금 월비,1,0
아연 톤 재고 납 니켈,0,1
배럴 스프레드 추이,1,0
미국 광공업 생산 미국 소비자,0,1
참고 과거,2,0
국가 랭킹,0,1
FTSE100 프랑스,2,0
도표 달러인덱스 유로달러,1,0
실업률 공식 실업률,1,0
하락 지속 지속 지속,1,0
도표 미국 지수 도표 유럽,3,0
물가 호주 통화정책회의 만기,1,0
확인 작성자 안 균,0,1
컨센서스 전치 잠정치 유로존,0,1
금리 금년,0,1
발행 GDP,0,1
증가율 투자,1,0
GDP 설비,1,0
투자 증권 미국 중국,1,0
고정자산 투자 GDP,0,1
중고차 물가,0,1
통계 국제 조업 PMI,1,0
하락 고용 호조,1,0
한국 소비자 물가 투자,0,1
주요국 경제 성장률,0,1
투자 증권 산업 생산 축,0,1
소비 지출 GDP,0,1
저작권 동자료,1,0
환율체제 탈퇴 스웨덴,2,0
시기 정책,1,0
추이 무역,1,0
미국 노동시장 수급,1,0
유효 높,0,1
게재 내용 작성자 의견 정확,0,1
통신 장비 생산 영상 통신,1,0
하회 결과,1,0
영구 실업자 장기 실업자 매크로,1,0
비농업 취업자 전월 대비,2,0
fed fed 회의,1,1
확인 PCE,1,0
수입 추이,0,1
지수 부진 흐름,1,0
높 제조업 경기,1,0
지수 OECD 경기 선행,1,0
신뢰지수 중국,1,0
fx스왑 비 상업 순매수,2,0
달러인덱스 투자,0,1
배경 크,1,0
유가 지정학 위험,0,1
레저 서비스 미디어 교육 소매,0,1
불가피 반도체,1,0
영국 일본 한국,1,0
경제 성장률 경기,0,1
정부 특별 채 신규 발행,1,0
소비 서비스 소비 개인 소비,0,1
지수 독일 제조업 독일,0,1
일회성요인 변동성 크 품목 제외,0,1
SP 산업 금속 SP,2,0
하락 중국 정부,0,1
노동력 감소,0,1
증권 투자 고객 배 포,2,0
결과 관련 법 책임 소재,0,1
변동 매크로,1,0
경기 모멘텀 상승,0,1
정확 전성,1,0
글로벌 경기 상승,0,1
소비 서비스 소비,0,1
국면 기업,2,0
금리 동결 위원,0,1
날짜 내용,0,1
축 일본,0,1
도표 미국 고용시장,0,1
환경 수요,0,1
수정 fed,1,0
보유 fed,2,0
장단기스프레드 경기,1,0
진행 수요,0,1
러시아 생산,0,1
이스라엘 이스라엘,0,1
지수 전년비,0,2
월간 실업률,1,0
상승 고용 지수,2,0
위험 해결,0,1
fed 자산 규모,1,0
크레딧 시장 수급,1,0
하방 경직 유지,0,1
제품 조원 2차전지 수출,1,0
트럼프 거품,1,0
회복 기대 부각,0,1
주간 등락,1,0
하회 에너지,1,0
최종 투자 결정,0,1
투자 건설 투자 설비,0,2
성장률 환율,1,0
보다 민감,1,0
기업체 경기,0,1
고려 생산,1,0
경계 물가,0,1
모습 재고,0,1
물가 오름 둔화,0,1
선박 반도체,3,0
조원 외국인 코스피,0,1
증권 미국 비,0,1
침체 위험 반영,0,1
부채비율 한국,0,1
중요 관 포인트 fed,0,1
광산 생산,0,1
상승 투자 증권 투자 증권,1,0
수급 수급 시장 코스피 외국인,0,1
종목명 투자의견 주간,1,0
자동차 반도체 하드웨어 가전,1,0
개선 미국 ISM,0,1
구인 건수 ISM,0,1
영국 주택가격 수지 일본,2,0
비농업 구인,0,1
오름 지속 근원,0,1
둔화 전기요금 인상 가공식품,0,1
물가 근처 위험,3,0
금리 크 크,1,0
단순 국고채,1,0
배당수익률 추이 주가,0,1
물산 부동산 임대,1,0
지주 금융 물산 부동산,1,0
추경 크레딧 시장,1,0
전월 소폭 하락 앞,1,0
반도체 부품 자동차부품,0,1
보유 리서치 투자자 증권,1,0
승진 해외 크레딧,0,1
외국인 종금 포함 투자자,0,3
매출 기준 매출 기준 표,1,0
강세 전환 장기,1,0
가계 대출 감소 폭 확대,1,0
시장 거래 금리 레벨,0,1
