ngram,hawkish,dovish
멕시코 터키 인도네시아 말레이시아 필리핀,0,1
중국 멕시코 터키 인도네시아,0,1
참여 언급 종목 지분 보유,0,1
금 구리 농산물 원유 합계,0,1
증권 리서치 본부 한국은행,0,1
ISM 제조업 지수 목,0,1
위안 홍콩 인도 루피 바트,0,1
야간 거래 마감,1,0
금융통화위원회 금리 결정 어떻게 이유,1,0
금융위기 한국 급격,0,1
대비 성장 경기 바닥,1,0
비 국고채권 국고채권,1,0
인수 회사채,0,1
가장 역점,0,1
시점 닷컴,1,0
활용 안정,0,2
전망치 수정 예 경제,0,1
융합 과학,1,0
가운데 최초,1,0
달러 거래 마감 닷컴,1,0
국채 금리 유로,1,0
우려 유로화,0,1
해결 국제,1,0
회원국 국채,1,0
어렵 성장률 물가,1,0
협조융자,1,0
인상 타이밍 한은 통화정책,1,0
동기 대비 정도 경기 하강,1,0
인플레이션 아래,0,1
상승률 얼마 한국은행 내주,0,1
지금 외국인,0,1
일본 대지진 발생,1,0
국채 연간,1,0
혜택 강화 정부 공공 부문,1,0
하향 계단식 조기상환 ELS 하향,0,1
안착 과정,0,1
트럼프 대통령 국경,1,0
한국 경제 대외,0,1
부채 계산,0,1
의원 대표 발,0,1
대출채권 운용자산,0,1
팍스시니카,1,0
판단 시중은행,1,0
주식시장 외국인 자금,1,0
엔화 약세 가속,1,0
주택 가장,0,1
금융투자업계 분기,1,0
탐색 비용,1,0
지난주 종가,1,0
매매 가격 수도권,0,1
가치 변화,0,1
규제 완화 필요성,0,1
최고치 코스피지수,0,1
젼,1,0
스타일 펀드,1,0
판단 달러,0,1
말 증시 전문가,1,0
수급 실적,0,1
달러엔 하락 압력,0,1
은행 채권딜러 중국,0,1
FOMC 사록 금리 인상,1,0
금리 상승 대기,0,1
추가 강세 어렵,1,0
금리 인하 컨센서스,1,0
외국인 계약 순매수 증권사 채권딜러,1,0
장초 반 달러화,1,0
추가 롱스탑,0,1
수급 전날,1,0
기간 수익률곡선 평탄 채권시장,1,0
순매수 코스닥 어치,0,1
강화 고려,1,0
주말 국고10년 고시금리,1,0
제한 주요 선물사 국채선물 범위,1,0
계약 순매수 은행권 외국인,1,0
주문 한은,1,0
달러원환율 유럽중앙은행,1,0
미국 금리 동향 만기,0,2
금리 인상 기대 글로벌,0,1
인하 경계심,0,2
새삼 주목,1,0
강세 간밤 미국 국채 금리,0,1
하락 미국 국채 가격,0,1
딜러 부채 스와프,1,0
마감 만기 회사채 AA등급 전날,1,0
고시금리 국고채 금리 대비 상승,1,0
대비 변동 없이,0,1
자리 한은,1,0
상반기 대부업,0,1
연준 중국,1,0
대출 만기 이용 전자 약정,0,1
경제 신문 상 논설위원 자리,0,1
포인트 공사,1,0
주택 주거,0,1
이하 전체,0,1
인하 요구 금리 인하,1,0
대출 금리 유지 결정 ECB,0,1
GDP 갭율 관련 논쟁,0,1
말 한국 경제 최대 위험요인,0,1
수정 GDP 증가율 소비자 물가,1,0
원대 초반 당국,1,0
CD CP 동일,0,1
물 밤 최종호가 물 스와프,0,1
물 높,0,1
매수세 장기물,1,0
일부 만기,0,1
채권시장 국채선물 오후 대비,0,1
수요예측 실시 희망,1,0
인플레이션 해소,0,1
국내은행 가계 대출,0,1
인플레이션 압력 대응,0,1
의견 금통위,1,0
엔달러 환율 닷컴,0,1
동결 외국인,1,0
기관 투자가 어치,1,0
모두 미국,0,1
활동 완만 속도,0,1
유가 달러화 강세,1,0
포인트 거래 간밤 미국 증시,1,0
시사 분기,1,0
증시 큰,0,1
자산가 사이,1,0
훨씬 클,0,1
담합 의혹 조사,1,0
금리 감수,0,1
외자 이탈,0,1
어떻게 진행,1,0
작년 최대,1,1
실사단,0,1
수익률 기간 국내,1,0
달러 분석,1,0
다음 정부,0,1
경기 급랭,0,1
수익 대출,1,0
전액 손실,1,0
버블 붕괴 글로벌,1,0
엔원 달러환율,0,1
가구 모집 접수,0,1
진출 시장,0,1
결과 월가,0,1
긴장감 여전,0,1
은행 ATM 기기 모습,1,0
총리 미국,1,0
주택 도시 농촌,0,1
S&P 글로벌 서비스업 구매관리자지수,1,0
금리 인하 일시,0,1
혼인 건수,1,0
발간 미국,1,0
FOMC 주요,0,1
기준금리 또 다시,1,0
기준금리 또,0,1
외환시장 원달러환율 전날 상승 거래,1,0
크 건강,0,1
마켓 오전,1,0
큰 폭 금리,0,1
과잉 저축,1,0
해외 선물거래,1,0
적자 부담,1,0
일본 집권,1,0
PF 수수료,0,1
출발 외국인 기관 순매도,1,0
다시 얘기,1,0
기대 인플레이션율 집계,0,1
MSCI 세계 지수,0,1
기업 CB,1,0
외국인 기관 어치 순매수 개인,0,1
지난해 기간 전달,1,0
경기 부진 여파,1,0
실시간 매매 내역 닷컴 홈페이지,1,0
시가총액상위종목 에너지 솔루션,0,1
변동 폭 큰,0,1
기름 격,0,1
하락 뚜렷,1,0
경기 전국,0,1
여전히 밸류에이션,0,1
경기 침체 회복,0,1
최종 책임,0,1
장 마감 만기,1,0
강조 소비자,0,1
경기 상대적,1,0
건수 지난해 기간,0,1
리서치 금리,1,0
달러 이상 증가,0,1
또 FOMC,0,1
GDP 증가율 분기,1,0
수익률 오전,1,0
악화 크,0,1
뉴스 한국은행총재,0,1
항공기 제외 비,0,1
부동산 업종,0,1
주택구입 목적 주담대,0,1
미국 차량,1,0
신혼 부부 소득,1,0
원엔 재정환율 오후 기준가,1,0
여파 하반기,0,1
달러 무역,0,1
금융시장 추가,1,0
무역 이민,1,0
채무조정 확정,1,0
경제 건설 투자 조정 수출,0,1
산하 발전,0,1
조달 작업,1,0
달러원환율 레인지 은행 딜러 오늘,1,0
거래일 물 전장 물,1,0
재차 경기,0,1
물 하락 반영 전장 거래,1,0
신용등급 S&P,1,0
가장 많이 하락 단기구간,0,1
매입 추진,1,0
연방공개시장위원회 여파,0,1
다르 뉴욕,1,0
가장 높 기대,1,0
안정성 바탕,1,0
동향 채권시장 IRS 금리 오후,1,0
물 급락 해외 브로커 달러원,0,1
개장 미국 국채,0,1
국고3년 민평,0,1
대비 조달,0,1
탄력 가계 기업 긴축 신용,0,1
달러원환율 원대 중반 거래,1,0
달러원 주봉,1,0
국채시장 분위기,1,0
정도 스프레드,1,0
정책금리 예금 금리 인상,0,1
금리 위원,0,1
만기 민평 대비 높,0,1
시장 길,1,0
채권시장 강세 악화 채권시장 약세,1,0
스프레드 고점,0,1
물 비경쟁인수,1,0
상승 폭 서서히,0,1
금리 전략가 시장,1,0
본드 포워드 금액,0,1
장 달러원환율,0,1
지준 증가 국고여유자금 환수 기금,1,0
연계 생각,0,1
부양책 불확실성,0,1
증권사 외국,1,0
충격 이전,1,0
양상 연준,0,1
당일 지급준비금 부족 재정방출 한은,0,1
수급 관리,1,1
캐피탈사 중심,1,0
운용 미래,1,0
미국 국채 수익률 미국,0,1
경제 가파르,1,0
진입 뒤,1,0
장 초반 반빅,0,1
연내 통화정책,1,0
하락 반영 전장 하락,1,0
국고채 지표물 교체,0,1
국가 상품 금리,1,0
계약 홍콩 항셍 달러엔,0,1
CD 중형주 스프레드 회사채 소형주,1,0
국가 기간 경제 전치,1,0
부분 경기,1,0
물가 하회,0,1
담당자 작성 종목 관련 재산,1,0
변화 추이 한국 무역,0,1
참고 정보 제공 목적,0,1
PMI 유로존,0,1
코스피 종합,0,1
소매 판매 한국,1,0
달러인덱스 선물 순매수,0,1
대두 근월물 금,0,1
물가 근원 소비자 물가 미국,0,1
생산 소매 판매 경제분석,1,0
대비 오름 축소,0,1
크 뮤,0,1
제공 상기 회사 발행,1,0
GDP 소비자 물가 선행 지수,0,1
배포 사실,0,1
의거 일체 투자,0,1
복제 전송 인용,0,1
철 강,0,1
지수 상하이종합지수 거래대금 위안,1,0
수지 서비스,0,1
동향 수출 전년,0,1
위원 금융경제,0,1
정책 실장 경제 수석,0,1
전망치 조사 결과 응답자 컨센서스,1,0
낙찰률 입찰 평균 소화,0,1
약세 펀더멘털,0,1
기타 한은 RP,1,0
미국 수익률 호가,0,1
개장 뉴욕 채권시장,1,0
거래일 축소 마이너스 구간 확대,0,1
국고30년 민평 금리,1,0
선물환 순매수 추이 출처,1,0
하락 시각 달러인덱스,1,0
증가 저작권 무단 전재,1,0
지표물 개장 미국 국채,1,0
집계 오후 시장참가자,0,1
금융시장 주요국 인플레이션 둔화,0,1
대비 거래 금리 국채선물,1,0
월간 감축 한도,0,1
기통,0,1
교역 요건,1,0
수출 안,1,0
국고채 입찰 무난 평가,0,1
강하 수급,1,0
종합 지난달 포인트,1,0
높 상승 장,1,0
의존 강조,1,0
중국 금융시장 휴장,0,1
금리 상승 스와프,0,1
달러위안 하락,1,0
한국 외환당국,1,0
확신 모습,0,1
금리 하락 CRS 금리,1,0
해외 투자전략,1,0
딱히 재료,0,1
위안원 환율 위안 마감 저점,0,1
거래량 계약 가량 미결제 수량,1,0
포인트 고려 현물환 종가,0,1
인상 금리차,1,0
지표물 상승 거래 시작 국채,1,0
브렉시트 대비,1,0
유로엔 환율 거래,1,0
전장 가격,0,1
스와프 딜러 부채,0,1
시작 채권시장,1,0
성장세 지원,1,0
장 설명,1,0
움직임 오후,1,0
외국인 계약 순매도 증권 계약,0,1
물 종가,0,1
대부분 구간 축소,1,0
판매 내구재,0,1
지적 증권사 채권딜러,1,0
광공업 생산 호조,0,1
폭 거래,1,0
증권 은행 계약,1,0
계약 시장 시장참가자,1,0
지준 증가 국고여유자금 환수 기타,1,0
화폐 발행 지준 감소 당일,0,1
경제주체 심리 개선 미흡 가운데,1,0
틱 장 외국인 계약 순매수,1,0
금리 인상 의구심,1,0
연동 변동성,0,1
국고여유자금 환수 공자,1,0
매도세 출현,1,0
매수 진입,0,1
증권 계약 순매수 시장 시장참가자,0,1
크 입찰,1,0
위안원 환율 위안 거래 기사,0,1
주장 일부,0,1
실무 급,0,1
인터뷰 한은,0,1
국고채 금리 혼조세 채권시장 국고채,0,1
한은 생산자 물가지수,0,1
공모 후순위채 발행,1,0
국채선물 안전자산 선호,0,1
국내외 금융기관 애널리스트 대상,0,1
확진 외국인,1,0
장중 고점 저점 일중,1,0
환수 자금조정예금 세입 지준 감소,0,1
채권 확대,1,0
국장 움직임,0,1
발행 국고채 납입 기금,0,1
여전채 신용스프레드,1,0
매도 약세 압력,0,1
부족 재정방출 자금조정예금 만기 지준,1,0
대비 국고채 지표물 민평,1,0
유입 매수,0,1
금리 인하 기사,0,1
특이 일정 기사 인포맥스,0,1
매도 국채선물 틱 상승,1,0
틱 거래 증권 계약 매수,0,1
중국 협상 타결,0,1
밤 공개,1,0
공무원연금 지난해,0,1
재정환율 유로달러환율 위안원,0,1
롤오버 추이,0,1
유입 폭,0,1
레포 운용사 매수 여력,0,1
선호 강,0,1
종가 대비 달러원환율 레인지 은행,0,1
스와프 포인트 상승 요인,1,0
진행 선매출,0,1
소식 소화,0,1
운용역 분기,1,0
만기 통안계정 만기 통안계정 만기,0,1
외국인 국채선물 매도 국채선물,1,0
제외 전구간 하락,1,0
제외 구간 하락,1,0
통화정책 완화 정도 추가 조정,0,1
산원,1,0
문의,0,2
환율 거래일 종가 하락,1,0
연료 사용,1,0
선호 훼손,2,0
메모리 반도체 가격 상승,1,0
최고치 국채,1,0
우려 선반영,1,0
기대 수급,0,1
중소형주 위주 러셀지수 마감,1,0
금리 횡보,0,1
기록 미 국채 금리,1,0
공급 문제,1,0
인정 인플레이션,0,1
서비스 모델,1,0
최다 수준,1,0
조달 목적 발행,1,0
일반 투자자 대상 청약,0,1
케이스 교수 교수,1,0
집계 소비자,0,2
상승 출발 환율,0,1
모멘텀 분기,0,1
가격 국제,0,1
폭 평균,0,1
연준 자산 규모,0,1
논쟁 뜨겁,0,1
앱 확인,1,0
진행 신용평가,0,1
생각 부동산,1,0
성장주 더,0,1
득실,0,1
직접 비교,0,1
상승 밸류에이션 부담,0,1
모드 시장,1,0
거래 환율 거래일 대비 개장,1,0
상승 거래 기술주,1,0
전장 포인트 하락 마감,0,1
유로 유지,1,0
채무 구조,1,0
달러 기록 국제,0,1
금융기관 가중평균 금리 신규 취급액,0,1
단순 매입 규모,1,1
위험 선호심리 회복,1,1
기저효과 감안,0,1
안정 지원 방안 발표,0,1
플로,0,1
백신 효능,0,1
이유 자산,1,0
연방준비제도 긴축 강도,1,0
겨울철 에너지,1,0
상황 이자,1,0
헤드라인 인플레이션,0,1
생애 최초 주택구입,1,0
원달러환율 오전 전일 종가 대비,1,0
사실상 완전고용 수준,0,1
시장 심리 극단적 공포,0,1
마감 최근 거래일 연속,0,1
상승 한국은행 금융통화위원회,0,1
달러 전망치,0,1
출자 가계,0,1
침체 가능성 더,0,1
내용 긴급,1,0
중소기업 확인,1,0
연계금융 업체,1,0
니리 치의,0,1
방송 보도,0,1
가량 미국,0,1
매도 환율,0,1
확진 처음,1,0
개장전 미국,1,0
원대 상승 전망,0,1
상반기 기준 역대,1,0
미국 금리 전망,0,1
변동 금리 혼합,1,0
조사 아파트 값,0,1
전 대비 증가,0,1
인상 성장,0,1
개인정보 입력,0,1
콧대 높,1,0
손실보상 비 대상,0,1
긴축 물가,0,1
기업 대출 증가 액,0,1
총리 주재,0,1
의료 대응,0,1
미래 자동차,1,0
호가단위 틱 하락 선물 가격,0,1
본점 금융통화위원회 주재,1,0
혁신 타운,1,0
강화 감독,0,1
기준 사상 최대치,0,1
지원금 지원,1,0
지원 적극적,1,0
주택임대업,1,0
이자비용 상승,1,0
곳 전체,1,0
특히 많,0,1
보증 업무,1,0
미국 주장,1,0
이코노미스트 내년,1,0
투자자 눈높이,1,0
완화 정도 필요,1,0
주 포인트,1,0
적용 없,1,0
변화 신흥시장국,0,1
수출 호조 긍정적,1,0
분쟁 우려 완화,1,0
통계 가계,1,0
최종 수요자,0,1
가산금리 구성,1,0
후속 투자,0,1
정례회의 기준금리 포인트 인상,1,0
가능성 유의 필요,0,1
터키 인도 인도네시아,1,0
국민연금 스튜어드십코드 도입,2,0
포함 부채,0,1
흐름 면밀히,0,1
농협 주요,1,0
재산세 납부,0,1
분양가상한제 도입,1,0
연준 위원 올해,1,0
전체 영향,0,1
정리 효과,0,2
은행 연체,0,1
콜센터 상담원,1,0
지원 공공,0,1
밤 뉴욕,1,0
간 소득,0,1
금리 악재,0,1
트럼프 대통령 코로나,0,1
라임 펀드,0,1
성수 금융 일,1,0
자금 회전,1,0
증가 헤지,0,1
추가 금융지원,0,1
지원금 고용,0,1
은행 본점,1,0
스왑레이트 마이너스,1,0
플랫폼 이용료,0,1
전기차 구매 고객,0,1
정부정책 조화 고려,0,1
감염증 확산,0,1
사모펀드 파트 너스,0,1
전단채 발행,1,0
국내 금융 외환시장 변동성,1,0
규모 추경 편성,0,1
그동안 소외,0,1
지표 개발,1,0
징계 효력 정지 가처분,0,1
진정 이후,1,0
점 반영 설명,0,1
한국판 뉴딜 추진,0,1
상당기간 소요,0,1
제출 의무,1,0
물가 상승 인플레이션,1,0
양호 실적 달성,0,1
동행 선행 지수,0,1
상승 유가증권,1,0
조정대상지역 주택,0,1
지원 시행,0,1
경기 침체 우려 안전자산,0,1
중심 현장,0,1
최대 포인트 우대금리 제공 방식,1,0
연결 이용 실적 조건,0,1
적용 영업점 기준금리,0,1
연말 랠리 기대감,1,0
횟수 기존 차례,0,1
운동 확산,0,1
요건 절차,0,1
중국 합의,1,0
같 기간 코스피 코스닥,0,1
용품 구입비,1,0
증권 금융,1,0
정책 도구,0,1
헤알화 강세,0,1
이벤트 진행 이벤트,0,1
노력 적극,1,0
금융위 기존,1,0
국 발표,0,1
환율 장중 후반,0,1
오름세 연방준비제도,1,0
전시 내각,0,1
시행 규칙 개정안,1,0
비용 부담 작용,0,1
흐름 강보합,1,0
인플레이션 가능성 크,1,0
글로벌 강달러,0,1
경쟁 높 투자자 청약금액,1,0
변화 세계,1,0
통계 집계 최대 규모,1,0
일주일 가장,1,0
상황 통화정책 완화,0,1
비트코인 추가,1,0
확률 위축,1,0
투자 증권 일,0,1
계약 순매도 기록 국고채 현물,1,0
만기보장수익률,0,1
이사 올해 금리 인하,0,1
국고채 현물 금리 일제히 상승,1,0
강화 반도체,0,1
조기 인하 기대감,1,0
일반 신용 대출 금리 포인트,0,1
상승 근원 전년 대비,1,0
영향 풀이 가상,0,1
더 크 자신감,0,1
일자리 시장,0,1
국내 경제 소비 회복세 완만,0,1
완만 가운데 경기,0,1
금리 행보,0,1
보통 악화 우려,1,0
드 패키징,1,0
마감 원대,1,0
실업률 평균 최저치,1,0
월간 증가 폭,0,1
고용 침체 우려,0,1
법안 관련,0,1
새벽 마감 기준,1,0
경기 침체 공포감,1,0
지도자 신와,0,1
마이너스 마이너스 채권,1,0
예정 일본은행 통화정책회의,1,0
연속 증가 엠피 닥터,0,1
규모 유로본드,0,1
정도 발행,1,0
기준 기록 달러 대비 아시아,1,0
가구 전년 동기,1,0
많이 잔존만기 대차 증가,0,1
상승세 우려,0,1
금융정보업체 증권사,1,0
미국 결정,0,1
롤러코스터 흐름,1,0
대폭 하향,0,1
본점 딜링룸 현황 판 지수,1,0
입수 경제 지표,0,1
기업어음 상환,0,1
오후 미국 엠파이어스테이트 제조업 지수,0,1
인하 전망 기존,0,1
평가 의견,1,0
사건 재판,0,1
상승 의미 미국,1,0
국내 채권 대체투자,1,0
과매도 가깝 시장 탐욕 시장,0,1
재차 강조 총재,1,0
급여 가장,1,0
시총 격차,1,0
세계 개발자,1,0
국고채 입찰 예정 입찰,1,0
소폭 시장 전망,1,0
상승 폭 배 수치 전년,1,0
가운데 국내 시장,1,0
공약 관세,0,1
시점 금리 인하 고려,1,0
할증 평가,1,0
이코노미스트 대상 조사 결과,0,1
코로나 팬데믹 정점,1,0
처음 소비자,1,0
평가 확인,1,0
내수 강화,0,1
상승률 전망치 포인트,0,1
이익 바닥,1,0
연체율 증가,1,0
악화 세계,0,1
등록 임대 사업,1,0
과당경쟁 자제,1,0
전망치 작,0,1
다 개인,0,1
크 언급,0,1
금리 인상 지난해,1,0
피해자 인정,1,0
주로 금리,0,1
대출금 만기 추가 원금,1,0
연방준비제도 급격 금리 인상,1,0
멘토링 스쿨,1,0
점검 대응 방향 논의,0,2
국내은행 외화 유동성,0,1
전반 가격,0,1
모델 중심,1,0
기조 말,0,1
사상 연속,0,1
상승기 고정,1,0
세계 국채 지수 편입,1,0
수준 매수,1,0
물가 주목 연준,1,0
힘 소속,0,1
오랜,0,1
주택 예산,1,0
부동산 PF 우려,1,0
채무불이행 사태,0,1
코로나 규제 완화,0,1
일반자금,0,1
금융시장 대혼란,0,1
연준 최종 금리 수준,0,1
시장 상황 점검,1,0
제대로 실행,1,0
기업 바이오,1,0
낙찰 금리 낙찰,0,1
방식 정비 사업,1,0
입찰 국내 국고채 시장,0,1
고용 전월 대비 증가 이후,2,0
기록 코스피 선,0,1
법원 소송,0,1
입장 중요,0,1
평가 윤,1,0
부진 요인,1,0
장기 과제,1,0
결정 달러엔,1,0
통화정책 도구,0,1
내년 최소 차례,0,1
여력 존재,0,1
대통령 총선,1,0
규모 구체적,1,0
환수 금,0,1
전망치 한참,1,0
위험 가계 부채,1,0
기록 이날 콜시장,0,2
선 S&P500지수 상승 선 나스닥지수,0,1
포르투갈 유럽중앙은행 연례,0,1
물가 침체,0,1
통화정책 보고 자리,0,1
다우지수 거래일 연속,0,1
근원 전년 대비,1,0
물가 흐름 근원 물가 상승률,1,0
지지 외국인 코스피 시장,1,0
이야기 빠르 미국,1,0
초반 외국인 투자자 국내 증시,0,1
안착 시도 원달러환율,1,0
임대 면적,0,1
간밤 뉴욕증시 일제히 상승,0,1
정도 일지,1,0
대비 하락 기록 대형주 중심,1,0
지역 활성화 투자 펀드,0,1
발표 경계심,1,0
약세 주,1,0
수준 지난주,1,0
외국인 순매수 상위 종목,0,1
동향 소매 판매,0,1
모델 추정,0,1
다시 분기,0,1
국내 증시 순매수우위 환율 하락,1,0
국내 증시 순매수우위,1,0
분기 실적 가이던스,0,1
회복 수출 부진 완화,0,1
창립 기념,0,1
분양 완료,0,1
인하 주장 위원,0,1
햄버거,1,0
돌파구 마련,1,0
세계 최대 연기,1,0
적용 경우,1,0
높 펀드,0,1
양적완화 단행,1,0
돈 곳,0,1
이전 이후,0,1
점 시사,1,0
축소 흐름,0,1
새롭 사업,0,1
고객 안정,1,0
미국 통화정책 정상화,0,1
영향 추가,0,1
동결 한국은행 금융통화위원회,0,1
금년 하반기,1,0
셀 오프,1,0
업종 기업,1,0
급격 환율 하락,0,1
순매수 계약,1,0
교수 한은,0,1
프린팅,0,1
발행 전년 대비,1,0
국민 훈장,1,0
흐름 CRS,0,1
주식 부문,1,0
가치 급락,1,0
전반 회복세,0,1
발행 보도,0,1
모기지 업체,1,0
높 월세,1,0
위기관리,1,0
단기 역외,0,1
총재 취임 직후,0,1
꾸준 수익,0,1
기록 실적,1,0
뒤 주가,1,0
펀드 업계,0,1
회복 지난해,0,1
단어 삭제,0,1
우려 경고,1,0
위험자산 가격,1,0
지난해 개선,0,1
방송 인터뷰,0,1
많 거래량,0,1
없 아파트,0,1
달러 다시,1,0
채권단 구제금융,0,1
실업수당 연속,1,0
가격 하락 달러,1,0
중장기 상승,0,1
보험 의료 정밀,1,0
후보지,1,0
분기 미국 금리 인상,1,0
재정 개혁,0,1
고민 없,1,0
양적 성장,0,1
시대 새롭,1,1
인하 다시,1,0
출입 동향 면밀히,0,1
악화 미국,0,1
알짜 기업,1,0
주요 글로벌,0,1
펀드 인도,1,0
개사,0,1
기업 수출 경쟁력,1,0
내년 우리나라,0,1
현재 아파트,1,0
전문가 금통위,0,1
모디 정부,1,0
변동 금리 주택담보대출,0,1
주택담보대출 장기 고정,0,1
달러엔 엔유로 달러,0,1
많 올해,1,0
Fed 장,1,0
주택 규모,0,1
급격 진행,0,1
기술금융 실적,1,0
예정 금융당국,1,0
대상 기관,1,0
단독 주택,0,1
환율정책,0,1
자금이동,1,0
인상 우려 완화,0,1
에코,0,1
예측 증권사,1,0
하락 이날 외환시장,0,1
주식 투자 비중,0,1
유지 기준금리,1,0
증가 말,0,1
스몰캡,1,0
경제 완만 회복세,0,1
합산 누적 순매수 포지션,1,0
구매자,0,1
중심 금리,1,0
종목 종목 보합 하한가,1,0
수출 증가율,0,1
입찰 대기 모드,0,1
경제운용방향,0,1
전장 같,0,2
상쇄,1,0
대비 기록,0,1
현선물,1,0
영업익,1,0
총부채,0,1
같이 말,1,0
MMF,1,0
장애,0,1
PMI,1,0
상승 폭,0,2
심리,0,1
경영,0,1
계약 회전율,0,1
회생,1,0
관망세,0,1
희망,1,0
딜,1,0
뉴스 면,0,1
터널,0,1
외인 선물 매수,0,1
매수 강세,0,1
장중 때,1,0
석유,1,0
달 금통위,0,1
국세청,0,1
기업공개,0,1
금리 응찰액 낙찰액 원문,0,1
금통위 대기,0,1
시계 소비자,1,0
포인트 급락,0,1
동시 다발,1,0
기록 국채,1,0
가능성 제시,0,1
상승 기록 외국인,0,1
혜택 고객,0,1
이하 경기 위축,0,1
우수 기술력 보유,1,0
집계 포함,1,0
루블,1,0
최근 주춤,0,1
전미경제학회,0,1
일반 정부,1,1
사업 관련,0,1
환위험,1,0
축소 본격,0,1
기술적분석,1,0
감소 같 기간,1,0
외화예금 잔액,0,1
외국인 가량,0,1
감안 때 분기,1,0
기계 주문,1,0
없 발언,1,0
외국인 공격적,0,1
고가 저가,0,1
국정감사,0,2
허용 소식,0,1
최종 확정,1,0
생각 강하,0,1
펀더멘털 주목,0,1
올해 부동산시장,0,1
證 ELS,1,0
확정 예정,1,0
지원 체계,0,1
환율 쏠림현상,0,1
국민 은행장 은행장,1,0
비드 강하,1,0
헬기,1,0
소폭 잉여,0,1
총재 임기,1,0
우려 정부,1,0
대형주 실적,1,0
강세 일,1,0
시청,1,0
체결 없 가운데 국고5년,1,0
미결제 계약 감소,1,0
걱정 없,0,2
비농업부문 취업자수 증가,1,0
경제 성장률 예상,0,1
구입 고객,1,0
한국은행 부총재,0,1
매파 인사,0,1
수지 금융기관 가중평균,0,1
기준금리 인상 시기 빠르,0,1
다시 사상 최고치,1,0
동향 회의,0,1
밑그림,1,0
환급 규모,1,0
회복 최우선 과제,1,0
모기지론,0,1
개인 대출,1,0
투자 투자자,1,0
특히 구간,1,0
재건축 조합원,0,1
공동 주관,1,0
금과 달러,1,0
일 보금자리론,0,1
방위 전체,0,1
홍채 인식,0,1
투자자 분석,1,0
대부업 광고,0,1
철도 사업,0,1
수준 우려,0,2
배럴 달러 마감 런던 선물시장,0,1
불안감 안전자산,1,0
공모 제도,1,0
수요예측 미매각,0,1
플레이션,1,0
최대 증액,1,0
적절 균형,0,1
달 하락,0,1
도입 보험업,0,1
시장 중앙은행,1,0
이날 영국 런던,0,1
기준 전년 동기,1,0
부채 증가 원인,0,2
금리 인상 가깝,0,1
후반 미국 고용,0,1
포인트 오전 현재 채권시장,1,0
최근 달 기준금리,1,0
자본 보전 완충 자본,0,1
자동차 개별소비세,1,0
가격 상승 의미,0,1
ECB 추가 금리,0,1
전일 대비 포인트 상승 기록,0,1
게시판 실시간 상담 진행,1,0
공조 경기,1,0
박유,1,0
가입 연금,0,1
거리 가깝,1,0
스마트폰 신화,0,1
내집연금3종세트 출시,0,1
인사 혁신,0,2
고민 더,0,1
행동 강조,0,1
황 자본시장 자본시장,0,1
감소 관련,1,0
금리 금리 상승,1,0
상당히 매파,0,1
확률 수준,0,1
엔화 통화,1,0
국내 경제 수출 감소세,0,1
중심 부동산시장,0,1
농촌 일손,0,1
저해 가능성,1,0
예금 가입금액,1,0
보유 채권 축소,1,0
평균 부담 금리,0,1
통신 융합,1,0
한국은행 기준금리 인상 가능성,1,0
통화정책 민감 국고채 금리,0,1
사고 확률,0,1
분기 조정 주당순이익 달러,1,0
공 지원,0,1
상승 코스닥 지수,1,0
계획 기업,1,0
상승률 기록 이후,0,1
중심 보합권,1,0
총선 예정,1,0
우려 금리 상승,1,0
설명 금리 상승,0,1
회복 제약,1,0
상반기 조기,1,0
신용등급 산출,1,0
최소가입금액 달러,1,0
약세 국채선물 틱 마감 국채선물,0,1
현금 구입,0,1
면역력,0,1
상승 물가 상승,0,1
행정명령 발동,1,0
의미 작,0,1
연방준비제도 자산,0,1
환경기준,1,0
존립,0,1
주재 러시아 대사,1,0
비중 포인트 증가,1,0
자영업자 평균,1,0
배당 결정,0,1
설문조사 같,0,1
간밤 주요 통화,0,1
총재 역시,1,0
조건 적용,1,0
견조 성장,1,0
매우 뛰어나,0,1
해소 이란,0,1
기대 말 한편,0,1
상황 배후 수요,1,0
디스플레이 산업,0,1
산행,1,0
성장 프리미엄,0,1
실적 소화,0,1
도착 가능,1,0
절하 가능성,0,1
리먼사태,1,0
호텔 호텔 호텔 시티,1,1
사무실 위치 문,0,1
대세 자리,1,0
침체 수출,0,1
금리동결 장기 고정 금리 분할상환,0,1
항공기 주문,1,0
호주달러화가치,0,1
지난달 출시,1,0
본국,0,1
기자회견 기준금리 인상,0,1
확률 말,1,0
투신 금융투자,1,0
많 분기,0,1
차원 높,0,1
대선 출마 선언,1,0
펀드 지난달,0,1
밴티지 그룹,0,1
약속 간 대출,1,0
현재 분양 승인,1,0
우려 더 해지,0,1
계획 입주,0,1
금리 인상 입장,0,1
드레스룸 배치,0,1
낙관 어렵,0,1
기지 인근 위치 지하층,0,1
대등,0,1
계단 상승,1,0
한국은행 기준금리 동결 한국은행,1,0
감소 불황형,1,0
분양가 호텔,0,1
안정성 수익률,1,0
가격 거래일 온스,0,1
미국 대부분,0,1
금융 관행 개혁,0,1
가계 대출 목표치,1,0
곡동,1,0
시장 배럴,0,1
미국 물가 상승,1,0
전용면적 가구 구성,0,1
민생 침해 금융 악,1,0
무려 하락,0,1
기준가격 펀드 수익률,0,1
시스템 변경,0,1
홍콩 미국 기준금리,1,1
